,year,course_name,section,id,enrollments
2279,2012-2013,Advanced compiler construction,CS,420,27
2280,2012-2013,Advanced composites in engineering structures,CIVIL,443,36
2281,2012-2013,Advanced computer architecture,CS,470,25
2282,2012-2013,Advanced control systems,ME,524,52
2283,2012-2013,Advanced cryptography,COM,501,4
2284,2012-2013,Advanced derivatives,FIN,503,22
2285,2012-2013,Advanced diffusional separation processes,ChE,402,14
2286,2012-2013,Advanced digital communications,COM,510,21
2287,2012-2013,Advanced energetics,ME,451,53
2288,2012-2013,Advanced materials for photovoltaics and lighting applications,CH,447,2
2289,2012-2013,Advanced multiprocessor architecture,CS,471,5
2290,2012-2013,Advanced nanomaterials,MSE,477,32
2291,2012-2013,Advanced numerical analysis,MATH,351,24
2292,2012-2013,Advanced optics,MICRO,420,18
2293,2012-2013,Advanced probability,COM,417,26
2294,2012-2013,Advanced satellite positioning,ENV,542,12
2295,2012-2013,Advanced semiconductor nanomaterials,MSE,487,15
2296,2012-2013,Advanced signal processing,EE,450,20
2297,2012-2013,Advanced solid waste treatment,ENV,500,13
2298,2012-2013,Advanced topics in financial econometrics,FIN,521,6
2300,2012-2013,Advanced wireless communications: algorithms and architectures,EE,543,4
2301,2012-2013,Aeroelasticity and fluid-structure interaction,ME,435,27
2302,2012-2013,Algebraic K-theory,MATH,419,2
2303,2012-2013,Algebraic K-theory,MATH,488,2
2304,2012-2013,Algorithms,CS,250,172
2305,2012-2013,Aménagements hydrauliques II,CIVIL,412,30
2306,2012-2013,Analog circuits design I,EE,420,54
2307,2012-2013,Analog circuits design II,EE,421,19
2308,2012-2013,Analyse de risques,CIVIL,438,90
2309,2012-2013,"Analyse du cycle de vie, écobilan",ENV,370,39
2310,2012-2013,Analyse et management des risques industriels,ENV,508,35
2311,2012-2013,Analyse fonctionnelle II,MATH,404,3
2312,2012-2013,Analysis and modelling of locomotion,BIOENG,404,7
2313,2012-2013,Analysis on groups,MATH,416,2
2314,2012-2013,Applied machine learning,MICRO,455,38
2315,2012-2013,Applied molecular quantum chemistry,CH,451,6
2316,2012-2013,Applied probability & stochastic processes,COM,419,19
2317,2012-2013,Applied probability & stochastic processes,MGT,484,19
2318,2012-2013,Architecture et construction de la ville I,AR,451,80
2319,2012-2013,Architecture et construction de la ville II,AR,452,48
2320,2012-2013,Artificial organs and systems,BIOENG,441,17
2321,2012-2013,Artificial photosynthesis,CH,426,3
2322,2012-2013,Arts visuels et architecture I,AR,419,70
2323,2012-2013,Arts visuels et architecture II,AR,410,72
2324,2012-2013,Assemblage et robotique TP,MICRO,442,18
2325,2012-2013,Assembly techniques,MSE,464,13
2326,2012-2013,Astrophysics IV : observational cosmology,PHYS,402,4
2327,2012-2013,Atoms and radiation,CH,360,14
2328,2012-2013,Audio,EE,548,7
2329,2012-2013,Automatic speech processing,EE,554,28
2330,2012-2013,Aérodynamique,ME,445,51
2331,2012-2013,B2B - high-tech marketing,MGT,402,12
2332,2012-2013,Barrages et ouvrages hydrauliques annexes,CIVIL,411,50
2333,2012-2013,Bases de la robotique,MICRO,450,76
2334,2012-2013,Behavioral finance,FIN,422,30
2335,2012-2013,Bio-ingénierie des cours d'eau et milieux naturels,ENV,420,37
2336,2012-2013,Bio-inspired artificial intelligence,MICRO,551,19
2337,2012-2013,BioMEMS,MICRO,560,39
2338,2012-2013,Bioanalytics and analytical sensors,CH,402,2
2339,2012-2013,Biological modeling of neural networks,BIO,465,24
2340,2012-2013,Biomaterials,BIOENG,442,22
2341,2012-2013,Biomechanics of the cardiovascular system,ME,481,25
2342,2012-2013,Biomechanics of the musculoskeletal system,ME,482,19
2343,2012-2013,Biomedical optics,BIOENG,445,3
2344,2012-2013,Biomedical signal processing,EE,512,29
2345,2012-2013,Biometrics,EE,513,38
2347,2012-2013,Biomicroscopy I,MICRO,561,25
2348,2012-2013,Biomicroscopy II,MICRO,562,7
2349,2012-2013,Biomolecular structure and mechanics,BIO,315,10
2350,2012-2013,Biophysics II,PHYS,302,12
2351,2012-2013,Biophysique I,PHYS,301,49
2352,2012-2013,Biostatistics,MATH,449,4
2353,2012-2013,Brain computer interaction,EE,514,10
2354,2012-2013,Business plan for IT services,CS,490,16
2355,2012-2013,Cancer biology I,BIO,471,3
2356,2012-2013,Cancer biology II,BIO,472,5
2357,2012-2013,Capteurs,MICRO,330,80
2358,2012-2013,Caractères architecturaux et urbanismes de l'Islam,AR,457,67
2359,2012-2013,Catalysis for energy production,CH,421,20
2360,2012-2013,Catalyst design for synthesis,CH,422,8
2361,2012-2013,Catalytic asymmetric reactions in organic chemistry,CH,435,4
2362,2012-2013,Cavitation et phénomènes d'interface,ME,462,40
2363,2012-2013,Cellular biology and biochemistry for engineers,BIO,105,20
2364,2012-2013,Cellular signalling,CH,411,4
2365,2012-2013,Cementitious materials (advanced),MSE,420,11
2366,2012-2013,Chemical engineering lab & project,ChE,409,15
2367,2012-2013,Chemical engineering of heterogenous reaction,ChE,403,17
2368,2012-2013,Chemical processes of sustainable and renewable energy,ChE,406,14
2369,2012-2013,Chemistry of food processes,ENG,435,13
2370,2012-2013,Chemistry of small biological molecules,CH,415,5
2371,2012-2013,Chimie des denrées alimentaires,ENG,433,21
2372,2012-2013,Circuits intégrés I,EE,320,10
2373,2012-2013,Color reproduction,CS,441,7
2374,2012-2013,Combinatorial optimization,MATH,460,5
2375,2012-2013,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,510,28
2376,2012-2013,Commande non linéaire,ME,523,27
2377,2012-2013,Composants semiconducteurs,MICRO,312,87
2378,2012-2013,Composites polymères + TP,MSE,340,43
2379,2012-2013,Composites technology,MSE,440,35
2380,2012-2013,Computational game theory & applications,CS,436,6
2381,2012-2013,Computational methods in molecular quantum mechanics,CH,452,6
2382,2012-2013,Computational motor control,CS,432,4
2383,2012-2013,Computational physics III,PHYS,332,29
2384,2012-2013,Computer algebra,MATH,316,29
2385,2012-2013,Computer simulation of physical systems I,PHYS,403,9
2386,2012-2013,Computer simulation of physical systems II,PHYS,404,3
2387,2012-2013,Computer vision,CS,442,46
2388,2012-2013,Computer-aided engineering,ME,417,43
2389,2012-2013,Computer-supported cooperative work,CS,485,24
2390,2012-2013,Conception mécanique intégrée,ME,418,27
2391,2012-2013,Conception pour X,ME,312,29
2392,2012-2013,"Conception, modélisation et simulation de systèmes de production",ME,499,23
2393,2012-2013,Concurrent algorithms,CS,453,53
2394,2012-2013,Construction en bois,CIVIL,433,22
2395,2012-2013,Corporate governance,MGT,552,14
2396,2012-2013,Corporate strategy,MGT,400,16
2397,2012-2013,Credit risk,FIN,504,22
2398,2012-2013,Cryptography and security,COM,401,67
2399,2012-2013,Data analysis and model classification,EE,516,21
2400,2012-2013,Decision-aid methodologies in transportation,CIVIL,557,13
2401,2012-2013,Deformation and fracture Laboratory Work,MSE,411,20
2402,2012-2013,Derivatives,FIN,404,33
2403,2012-2013,Design technologies for integrated systems,CS,472,17
2404,2012-2013,Dielectric and optical properties of materials,MSE,480,9
2405,2012-2013,Diffraction methods in structural biology,PHYS,437,3
2406,2012-2013,Digital 3D geometry processing,CS,446,15
2407,2012-2013,Distributed algorithms,CS,451,140
2408,2012-2013,Distributed information systems,CS,423,96
2409,2012-2013,Distributed intelligent systems,ENG,466,44
2410,2012-2013,Distributed intelligent systems project,ENG,466,28
2411,2012-2013,Droit : contrats et responsabilité professionnelle,ENV,466,57
2412,2012-2013,Dynamic coordination,EE,477,27
2413,2012-2013,Dynamical system theory for engineers,COM,502,15
2414,2012-2013,Dynamique des structures,CIVIL,420,89
2415,2012-2013,Dynamique moléculaire et simulation Monte-Carlo,CH,351,13
2416,2012-2013,Dynamique numérique des solides et des structures,ME,473,30
2417,2012-2013,Early detection of innovation potential,MGT,500,10
2418,2012-2013,Eco-morphologie fluviale,ENV,418,31
2419,2012-2013,Econometrics,FIN,403,29
2420,2012-2013,Econometrics: data analysis & empirical methods,MGT,581,16
2421,2012-2013,Economics of innovation in the biomedical industry,MGT,403,10
2422,2012-2013,Economie des transports,CIVIL,456,36
2423,2012-2013,Economie hydraulique,CIVIL,441,72
2424,2012-2013,Economie spatiale et régionale,AR,492,50
2425,2012-2013,Electrodynamique et Optique quantique,PHYS,453,3
2426,2012-2013,Electromagnetic compatibility,EE,576,13
2427,2012-2013,Electron microscopy: advanced methods,MSE,450,14
2428,2012-2013,Electronic spectroscopy,CH,444,3
2429,2012-2013,Elliptic partial differential equations,MATH,406,2
2430,2012-2013,Embedded systems,CS,473,29
2431,2012-2013,Empirical methods in Finance,FIN,407,31
2432,2012-2013,Energy conversion,ME,452,45
2433,2012-2013,Energétique du bâtiment,ENG,445,33
2434,2012-2013,Engines and fuel cells,ME,551,36
2435,2012-2013,Enquêtes et méthodes quantitatives,ENG,485,5
2436,2012-2013,Enterprise and service-oriented architecture,CS,491,22
2437,2012-2013,Entrepreneurship & new venture strategy (a),MGT,413,11
2438,2012-2013,Entrepreneurship & new venture strategy (b),MGT,413,12
2439,2012-2013,Entrepreneurship laboratory (e-lab),MGT,517,13
2440,2012-2013,Environmental transport phenomena,ENG,420,61
2441,2012-2013,"Environnements de travail, risques professionnels",ENV,468,14
2442,2012-2013,Equilibrium-stage separation processes,ChE,401,15
2443,2012-2013,Esthétique des ouvrages de génie civil,CIVIL,476,74
2444,2012-2013,Etudes d'impact,ENG,474,34
2445,2012-2013,Experimental data analysis and modelization,MSE,400,17
2446,2012-2013,Experimental methods in physics I,PHYS,405,20
2447,2012-2013,Experimental methods in physics II,PHYS,406,6
2448,2012-2013,Experimental molecular sciences,CH,490,6
2449,2012-2013,Exploitation ferroviaire,CIVIL,452,11
2450,2012-2013,Fabrication assistée par ordinateur,ME,416,40
2451,2012-2013,Fate and behaviour of organic pollutants,ENV,507,12
2452,2012-2013,Financial & managerial accounting,MGT,481,24
2453,2012-2013,Fixed income analysis,FIN,505,22
2454,2012-2013,Food biotechnology,ENG,436,9
2455,2012-2013,Foundations of imaging science,CS,445,17
2456,2012-2013,Foundations of software,CS,452,45
2457,2012-2013,Fracture mechanics,ME,432,17
2458,2012-2013,Frontiers in nanosciences,PHYS,407,12
2459,2012-2013,Fundamentals & processes for photovoltaic devices,MICRO,565,22
2460,2012-2013,Fundamentals of biomedical imaging,PHYS,438,20
2461,2012-2013,Fundamentals of biophotonics,BIO,443,4
2462,2012-2013,Fundamentals of neuroengineering,BIOENG,448,20
2463,2012-2013,Fundamentals of traffic operations and control,CIVIL,457,14
2464,2012-2013,Genomics and bioinformatics,BIO,463,16
2465,2012-2013,Geocomputation,ENV,546,16
2466,2012-2013,Geomonitoring,ENV,445,27
2467,2012-2013,Gestion de la maintenance des infrastructures,CIVIL,455,30
2468,2012-2013,Gestion foncière et droit foncier,ENV,460,12
2469,2012-2013,Global business environment,FIN,523,15
2470,2012-2013,Graph theory,MATH,360,40
2471,2012-2013,Groundwater and soil remediation,ENV,504,20
2472,2012-2013,Géomécanique,CIVIL,402,16
2473,2012-2013,Géopolitique et politique de la mondialisation I,HUM,415,1
2474,2012-2013,Géopolitique et politique de la mondialisation II,HUM,415,1
2475,2012-2013,Gödel and recursivity,MATH,483,8
2476,2012-2013,HF and VHF circuits and techniques I,EE,425,49
2477,2012-2013,HF and VHF circuits and techniques II,EE,525,11
2478,2012-2013,Habitat et développement urbain,AR,465,31
2479,2012-2013,Haptic human robot interfaces,MICRO,553,11
2480,2012-2013,Hardware systems modeling I,EE,432,52
2481,2012-2013,Hardware systems modeling II,EE,433,17
2482,2012-2013,Heat and mass transfer,ME,341,91
2483,2012-2013,Histoire de l'architecture VII,AR,423,46
2484,2012-2013,Histoire de l'architecture VIII,AR,424,50
2485,2012-2013,Histoire du béton,AR,425,27
2486,2012-2013,Human computer interaction,CS,486,19
2487,2012-2013,Hydraulic turbomachines,ME,453,40
2488,2012-2013,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,410,41
2489,2012-2013,Hydrodynamics,ME,444,47
2490,2012-2013,Hydrodynamique acoustique,ME,443,19
2491,2012-2013,Hydrogeophysics,ENV,523,39
2492,2012-2013,Hydrologie urbaine,ENV,417,42
2493,2012-2013,IT security engineering,COM,418,61
2494,2012-2013,IT security engineering TP,COM,418,41
2495,2012-2013,Image analysis and pattern recognition,EE,451,20
2496,2012-2013,Image and video processing,EE,550,18
2497,2012-2013,Image processing I,MICRO,511,73
2498,2012-2013,Image processing II,MICRO,512,26
2499,2012-2013,Imaging optics,MICRO,421,15
2500,2012-2013,Immunology (advanced topics),BIO,479,2
2501,2012-2013,Industrial automation,CS,487,29
2502,2012-2013,Industrial electronics I,EE,465,29
2503,2012-2013,Industrial electronics II,EE,565,12
2504,2012-2013,Industrialisation,MICRO,343,84
2505,2012-2013,"Industry dynamics, models & trends",MGT,453,24
2506,2012-2013,Infection biology,BIO,477,5
2507,2012-2013,Information technology and e-business strategy,MGT,439,20
2508,2012-2013,Information theory and coding,COM,404,61
2509,2012-2013,Information: strategy & economics,MGT,431,9
2510,2012-2013,Innovation & management in the energy industry,MGT,407,7
2511,2012-2013,Inorganic reactivity,CH,423,9
2512,2012-2013,Instability and turbulence,ME,461,17
2513,2012-2013,Integrated circuits technology,EE,532,20
2514,2012-2013,Intelligent agents,CS,430,41
2515,2012-2013,Interaction sol-structure,CIVIL,500,53
2516,2012-2013,Introduction au droit et à l'éthique en STV,BIO,455,16
2517,2012-2013,Introduction au génie chimique II,ChE,202,69
2518,2012-2013,Introduction to cellular and molecular biotechnology,BIOENG,430,11
2519,2012-2013,Introduction to chemical engineering I,ChE,201,80
2520,2012-2013,Introduction to computer graphics,CS,341,52
2521,2012-2013,Introduction to database systems,CS,322,85
2522,2012-2013,Introduction to electronic structure methods,CH,353,12
2523,2012-2013,Introduction to finance,FIN,401,26
2524,2012-2013,Introduction to nanomaterials,MSE,479,8
2525,2012-2013,Introduction to particle accelerators,PHYS,448,12
2526,2012-2013,Introduction to quality management and management systems,MGT,428,10
2527,2012-2013,Introduction to the finite elements method,MATH,350,37
2528,2012-2013,Introduction à la physique des astroparticules,PHYS,439,2
2529,2012-2013,Investments,FIN,405,31
2530,2012-2013,L'ingénieur dans R&D industriels,MICRO,540,28
2531,2012-2013,Lasers and applications in chemistry,CH,446,7
2532,2012-2013,Lasers and optics of nanostructures,MICRO,422,18
2533,2012-2013,Leadership & human resource management in a global context,MGT,468,22
2534,2012-2013,Life cycle engineering of polymers,MSE,430,22
2535,2012-2013,Lifecycle economic and environmental performance of product systems,ME,516,19
2536,2012-2013,Logistique et analyse de la demande,MGT,426,9
2537,2012-2013,Macrofinance,FIN,406,30
2538,2012-2013,Management de projet et analyse du risque,MGT,427,12
2539,2012-2013,Management of Enterprise Networks and Supply Chain Management,MGT,527,38
2540,2012-2013,Management of industrial production,ENG,434,17
2541,2012-2013,Martingales in financial mathematics,MATH,470,3
2542,2012-2013,Mass spectrometry,CH,403,11
2543,2012-2013,Materials for sport,MSE,473,18
2544,2012-2013,Materials science,MSE,403,14
2545,2012-2013,Materials selection,MSE,474,22
2546,2012-2013,Mathematical modelling of behavior,MATH,463,18
2547,2012-2013,Matériaux et structures,CIVIL,532,61
2548,2012-2013,Matériaux pierreux et conservation du patrimoine bâti,MSE,472,18
2549,2012-2013,Media security,EE,552,15
2550,2012-2013,Methods for rapid production and development,ME,415,18
2551,2012-2013,Microelectronics,MICRO,432,15
2552,2012-2013,Microelectronics for systems on chips,CS,474,13
2553,2012-2013,Microsystèmes et capteurs TP I,MICRO,433,14
2554,2012-2013,Microsystèmes et capteurs TP II,MICRO,434,14
2555,2012-2013,Microwaves,EE,445,19
2556,2012-2013,Mobile networks,COM,405,54
2557,2012-2013,Mobile robots,MICRO,454,35
2558,2012-2013,Model predictive control,ME,425,37
2559,2012-2013,Model-based system design,CS,478,13
2560,2012-2013,Modeling of emerging electron devices,EE,537,8
2561,2012-2013,Modelling and optimization of energy systems,ME,454,32
2562,2012-2013,Modèles stochastiques pour les communications,COM,300,52
2563,2012-2013,Modélisation et représentation informatique I,AR,411,83
2564,2012-2013,Modélisation et représentation informatique II,AR,412,99
2565,2012-2013,Modélisation et simulation par éléments finis,ME,373,56
2566,2012-2013,Multidisciplinary organization of medtechs/biotechs,BIO,430,14
2567,2012-2013,Mécanique des structures II,ME,232,114
2568,2012-2013,Mécanique vibratoire,ME,332,90
2569,2012-2013,Méthodes de détection optique,MICRO,523,16
2570,2012-2013,Méthodes de production,MICRO,340,89
2571,2012-2013,Nanobiotechnology and biophysics,CH,413,21
2572,2012-2013,Nanoelectronics,EE,535,40
2573,2012-2013,Negotiation techniques,MGT,466,13
2574,2012-2013,Neurosciences I : molecular neuroscience and neurodegeneration,BIO,480,6
2575,2012-2013,Neurosciences II : cellular neuroscience and networks,BIO,482,14
