,course_name,year,section,nr_students
6607,Design of experiments (a) - Fall semester,2014-2015,Systèmes de production et robotique,3
6608,Design of experiments (a) - Fall semester,2015-2016,Energie,5
6609,Design of experiments (a) - Fall semester,2015-2016,Génie civil et environnement,9
6610,Design of experiments (a) - Fall semester,2015-2016,Systèmes de production et robotique,1
6611,Design of experiments (a) - Fall semester,2016-2017,Energie,1
6612,Design of experiments (a) - Fall semester,2016-2017,Génie civil et environnement,6
6613,Design of experiments (a) - Fall semester,2016-2017,Manufacturing,1
6614,Design of experiments (a) - Fall semester,2016-2017,Mécanique,2
6615,Design of experiments (a) - Fall semester,2016-2017,"Robotique, contrôle et systèmes intelligents",3
6616,Design of experiments (a) - Fall semester,2017-2018,Energie,2
6617,Design of experiments (a) - Fall semester,2017-2018,Génie civil et environnement,2
6618,Design of experiments (a) - Fall semester,2017-2018,Manufacturing,1
6619,Design of experiments (a) - Fall semester,2017-2018,Mécanique,1
6620,Design of experiments (a) - Fall semester,2017-2018,"Robotique, contrôle et systèmes intelligents",1
6621,Design of experiments (a) - Fall semester,2018-2019,Energie,4
6622,Design of experiments (a) - Fall semester,2018-2019,Génie civil et environnement,1
6623,Design of experiments (a) - Fall semester,2018-2019,Manufacturing,1
6624,Design of experiments (a) - Fall semester,2018-2019,"Robotique, contrôle et systèmes intelligents",6
6625,Design of experiments (a) - Fall semester,2019-2020,Energie,4
6626,Design of experiments (a) - Fall semester,2019-2020,Génie civil et environnement,4
6627,Design of experiments (a) - Fall semester,2019-2020,Manufacturing,1
6628,Design of experiments (a) - Fall semester,2019-2020,Mécanique,3
6629,Design of experiments (a) - Fall semester,2019-2020,"Robotique, contrôle et systèmes intelligents",4
6630,Design of experiments (c) - Spring semester,2010-2011,Systèmes de production et robotique,26
6631,Design of experiments (c) - Spring semester,2011-2012,Génie civil et environnement,8
6632,Design of experiments (c) - Spring semester,2011-2012,Systèmes de production et robotique,4
6633,Design of experiments (c) - Spring semester,2012-2013,Génie civil et environnement,11
6634,Design of experiments (c) - Spring semester,2012-2013,Systèmes de production et robotique,7
6635,Design of experiments (c) - Spring semester,2013-2014,Energie,4
6636,Design of experiments (c) - Spring semester,2013-2014,Génie civil et environnement,6
6637,Design of experiments (c) - Spring semester,2013-2014,Mécanique,2
6638,Design of experiments (c) - Spring semester,2013-2014,Systèmes de production et robotique,2
6639,Design of experiments (c) - Spring semester,2014-2015,Energie,1
6640,Design of experiments (c) - Spring semester,2014-2015,Génie civil et environnement,10
6641,Design of experiments (c) - Spring semester,2014-2015,Mécanique,2
6642,Design of experiments (c) - Spring semester,2014-2015,Systèmes de production et robotique,2
6643,Design of experiments (c) - Spring semester,2015-2016,Energie,5
6644,Design of experiments (c) - Spring semester,2015-2016,Génie civil et environnement,18
6645,Design of experiments (c) - Spring semester,2015-2016,Mécanique,3
6646,Design of experiments (c) - Spring semester,2015-2016,Systèmes de production et robotique,1
6647,Design of experiments (c) - Spring semester,2016-2017,Energie,5
6648,Design of experiments (c) - Spring semester,2016-2017,Génie civil et environnement,3
6649,Design of experiments (c) - Spring semester,2016-2017,Manufacturing,1
6650,Design of experiments (c) - Spring semester,2016-2017,Mécanique,4
6651,Design of experiments (c) - Spring semester,2016-2017,"Robotique, contrôle et systèmes intelligents",2
6652,Design of experiments (c) - Spring semester,2017-2018,Energie,2
6653,Design of experiments (c) - Spring semester,2017-2018,Génie civil et environnement,4
6654,Design of experiments (c) - Spring semester,2017-2018,Manufacturing,4
6655,Design of experiments (c) - Spring semester,2017-2018,Mécanique,1
6656,Design of experiments (c) - Spring semester,2017-2018,"Robotique, contrôle et systèmes intelligents",6
6657,Design of experiments (c) - Spring semester,2018-2019,Energie,6
6658,Design of experiments (c) - Spring semester,2018-2019,Génie civil et environnement,5
6659,Design of experiments (c) - Spring semester,2018-2019,Manufacturing,2
6660,Design of experiments (c) - Spring semester,2018-2019,Mécanique,4
6661,Design of experiments (c) - Spring semester,2018-2019,"Robotique, contrôle et systèmes intelligents",4
6662,Design of experiments (c) - Spring semester,2019-2020,Energie,1
6663,Design of experiments (c) - Spring semester,2019-2020,Génie civil et environnement,2
6664,Design of experiments (c) - Spring semester,2019-2020,Manufacturing,1
6665,Design of market-based solutions to allocation problems,2007-2008,Management de la technologie,4
6666,Design of market-based solutions to allocation problems,2007-2008,Mineurs,2
6667,Design of market-based solutions to allocation problems,2009-2010,Ingénierie financière,4
6668,Design of market-based solutions to allocation problems,2010-2011,Ingénierie financière,21
6669,Design of market-based solutions to allocation problems,2011-2012,Ingénierie financière,21
6670,Design research for digital innovation,2019-2020,Humanités digitales,2
6671,Design technologies for integrated systems,2005-2006,Informatique,11
6672,Design technologies for integrated systems,2005-2006,Systèmes de communication - master Eurecom,2
6673,Design technologies for integrated systems,2006-2007,Génie électrique et électronique,8
6674,Design technologies for integrated systems,2006-2007,Informatique,9
6675,Design technologies for integrated systems,2006-2007,Systèmes de communication - master,1
6676,Design technologies for integrated systems,2007-2008,Génie électrique et électronique,8
6677,Design technologies for integrated systems,2007-2008,Informatique,4
6678,Design technologies for integrated systems,2007-2008,Systèmes de communication - master Eurecom,1
6679,Design technologies for integrated systems,2008-2009,Génie électrique et électronique,11
6680,Design technologies for integrated systems,2008-2009,Informatique,1
6681,Design technologies for integrated systems,2008-2009,Systèmes de communication - master,2
6682,Design technologies for integrated systems,2009-2010,Génie électrique et électronique,12
6683,Design technologies for integrated systems,2009-2010,Informatique,4
6684,Design technologies for integrated systems,2009-2010,Systèmes de communication - master,4
6685,Design technologies for integrated systems,2010-2011,Génie électrique et électronique,17
6686,Design technologies for integrated systems,2010-2011,Informatique,3
6687,Design technologies for integrated systems,2010-2011,Systèmes de communication - master,1
6688,Design technologies for integrated systems,2011-2012,Génie électrique et électronique,13
6689,Design technologies for integrated systems,2011-2012,Informatique,5
6690,Design technologies for integrated systems,2011-2012,Systèmes de communication - master,2
6691,Design technologies for integrated systems,2012-2013,Génie électrique et électronique,14
6692,Design technologies for integrated systems,2012-2013,Informatique,3
6693,Design technologies for integrated systems,2013-2014,Génie électrique et électronique,13
6694,Design technologies for integrated systems,2013-2014,Informatique,2
6695,Design technologies for integrated systems,2013-2014,Systèmes de communication - master,2
6696,Design technologies for integrated systems,2014-2015,Génie électrique et électronique,23
6697,Design technologies for integrated systems,2014-2015,Informatique,6
6698,Design technologies for integrated systems,2015-2016,Génie électrique et électronique,18
6699,Design technologies for integrated systems,2015-2016,Informatique,9
6700,Design technologies for integrated systems,2015-2016,Informatique et communications,1
6701,Design technologies for integrated systems,2015-2016,Systèmes de communication - master,1
6702,Design technologies for integrated systems,2016-2017,Génie électrique et électronique,14
6703,Design technologies for integrated systems,2016-2017,Informatique,4
6704,Design technologies for integrated systems,2017-2018,Génie électrique et électronique,14
6705,Design technologies for integrated systems,2017-2018,Informatique,6
6706,Design technologies for integrated systems,2017-2018,Informatique et communications,2
6707,Design technologies for integrated systems,2018-2019,Génie électrique et électronique,8
6708,Design technologies for integrated systems,2018-2019,Informatique,1
6709,Design technologies for integrated systems,2018-2019,Informatique et communications,2
6710,Design technologies for integrated systems,2018-2019,Systèmes de communication - master,1
6711,Design technologies for integrated systems,2019-2020,Génie électrique et électronique,1
6712,Design technologies for integrated systems,2019-2020,Informatique,5
6713,Design technologies for integrated systems,2019-2020,Informatique - Cybersecurity,1
6714,Design technologies for integrated systems,2019-2020,Micro- and Nanotechnologies for Integrated Systems,44
6715,Dessin assisté par ordinateur,2004-2005,Génie civil,46
6716,Dessin assisté par ordinateur,2005-2006,Génie civil,36
6717,Dessin assisté par ordinateur,2006-2007,Génie civil,32
6718,Development engineering,2016-2017,Sciences et ingénierie de l'environnement,29
6719,Development engineering,2017-2018,Sciences et ingénierie de l'environnement,19
6720,Development engineering,2018-2019,Sciences et ingénierie de l'environnement,31
6721,Development engineering,2019-2020,Energy Science and Technology,6
6722,Development engineering,2019-2020,Sciences et ingénierie de l'environnement,24
6723,"Devenir, impact et risques des polluants",2007-2008,Sciences et ingénierie de l'environnement,35
6724,"Devenir, impact et risques des polluants",2008-2009,Sciences et ingénierie de l'environnement,22
6725,"Devenir, impact et risques des polluants",2009-2010,Sciences et ingénierie de l'environnement,23
6726,Dielectric and optical properties of materials,2004-2005,Science et génie des matériaux,4
6727,Dielectric and optical properties of materials,2005-2006,Science et génie des matériaux,3
6728,Dielectric and optical properties of materials,2006-2007,Science et génie des matériaux,9
6729,Dielectric and optical properties of materials,2007-2008,Science et génie des matériaux,3
6730,Dielectric and optical properties of materials,2008-2009,Mineurs,1
6731,Dielectric and optical properties of materials,2008-2009,Science et génie des matériaux,8
6732,Dielectric and optical properties of materials,2009-2010,Science et génie des matériaux,8
6733,Dielectric and optical properties of materials,2010-2011,Science et génie des matériaux,15
6734,Dielectric and optical properties of materials,2011-2012,Science et génie des matériaux,18
6735,Dielectric and optical properties of materials,2012-2013,Science et génie des matériaux,9
6736,Dielectric and optical properties of materials,2013-2014,Science et génie des matériaux,7
6737,Dielectric properties of materials,2014-2015,Science et génie des matériaux,12
6738,Dielectric properties of materials,2015-2016,Science et génie des matériaux,8
6739,Dielectric properties of materials,2016-2017,Science et génie des matériaux,6
6740,Dielectric properties of materials,2017-2018,Science et génie des matériaux,8
6741,Dielectric properties of materials,2018-2019,Science et génie des matériaux,13
6742,Dielectric properties of materials,2019-2020,Science et génie des matériaux,10
6743,Differential geometry of framed curves,2015-2016,Mathématiques - master,5
6744,Differential geometry of framed curves,2016-2017,Ingénierie mathématique,1
6745,Differential geometry of framed curves,2016-2017,Mathématiques - master,2
6746,Differential geometry of framed curves,2017-2018,Ingénierie mathématique,1
6747,Differential geometry of framed curves,2019-2020,Mathématiques - master,1
6748,Difficult Double Double Histories,2013-2014,Architecture,69
6749,Difficult Double Double Histories,2014-2015,Architecture,39
6750,Difficult Double Double Histories,2015-2016,Architecture,24
