,year,course_name,section,enrollments
2595,2012-2013,Packing and covering,MATH,2
2596,2012-2013,Parallel computing and pthreads,MATH,7
2597,2012-2013,Particle detection,PHYS,3
2598,2012-2013,Particle-based methods,ME,8
2599,2012-2013,Particules élémentaires I,PHYS,1
2600,2012-2013,Particules élémentaires II,PHYS,1
2601,2012-2013,Pattern classification and machine learning,CS,67
2602,2012-2013,Personal interaction studio,CS,11
2603,2012-2013,Pharmaceutical biotechnology,ChE,12
2604,2012-2013,Pharmacological chemistry,CH,2
2605,2012-2013,Pharmacology and pharmacokinetics,BIO,8
2606,2012-2013,Photochemistry I,CH,12
2607,2012-2013,Photochemistry II,CH,4
2608,2012-2013,Photonic systems and technology,EE,16
2609,2012-2013,Physical and computational organic chemistry,CH,3
2610,2012-2013,Physical models for micro and nanosystems,EE,35
2611,2012-2013,"Physics of atoms, nuclei and elementary particles",PHYS,5
2612,2012-2013,Physiologie par systèmes I,BIO,96
2613,2012-2013,Physique des nouveaux matériaux,PHYS,22
2614,2012-2013,Physique du solide III,PHYS,4
2615,2012-2013,Physique moléculaire,CH,6
2616,2012-2013,Planification intégrée des infrastructures d'énergie,CIVIL,9
2617,2012-2013,Plasma physics II,PHYS,3
2618,2012-2013,Plasma physics III,PHYS,2
2619,2012-2013,Politique technologique et transition énergétique,MGT,2
2620,2012-2013,Polyelectrolytes and biopolymers,ChE,6
2621,2012-2013,Polymer chemistry and macromolecular engineering,MSE,25
2622,2012-2013,Polymer morphological characterization techniques,MSE,13
2623,2012-2013,Polymer physical chemistry and materials properties,MSE,21
2624,2012-2013,Ponts en béton,CIVIL,68
2625,2012-2013,Ponts en métal,CIVIL,34
2626,2012-2013,Powder technology,MSE,19
2627,2012-2013,Power system restructuring and deregulation,EE,18
2628,2012-2013,Power systems dynamics,EE,23
2629,2012-2013,Powerplants and heat pumps,ME,41
2630,2012-2013,Practical business law,MGT,15
2631,2012-2013,Presentation skills,MGT,19
2632,2012-2013,Principles and applications of systems biology,ChE,23
2633,2012-2013,Principles of computer systems,CS,13
2634,2012-2013,Principles of finance,MGT,32
2635,2012-2013,Principles of microeconomics,MGT,57
2636,2012-2013,Probability theory,MATH,10
2637,2012-2013,Process development I,ChE,16
2638,2012-2013,Process development II,ChE,16
2639,2012-2013,Process development project,ChE,15
2640,2012-2013,Production management,ME,29
2641,2012-2013,Program parallelization on PC clusters,CS,24
2642,2012-2013,Programming concepts in scientific computing,MATH,13
2643,2012-2013,Project in drug discovery,BIO,3
2644,2012-2013,Project in integrative neurosciences,BIO,2
2645,2012-2013,Project in translational bioengineering,BIOENG,16
2646,2012-2013,Project in translational oncology,BIO,4
2647,2012-2013,Quantitative methods in finance,FIN,29
2648,2012-2013,Quantitative risk management,FIN,31
2649,2012-2013,Quantitative risk management,MATH,31
2650,2012-2013,Quantitative systems modeling techniques,MGT,5
2651,2012-2013,Quantum physics III,PHYS,9
2652,2012-2013,Quantum physics IV,PHYS,6
2653,2012-2013,Quantum simulations of materials: Properties and spectroscopies,MSE,12
2654,2012-2013,Reactor technology,PHYS,13
2655,2012-2013,Real options and financial structuring,FIN,20
2656,2012-2013,Real-time embedded systems,CS,8
2657,2012-2013,Real-time networks,COM,10
2658,2012-2013,Recycling of materials,MSE,30
2659,2012-2013,Relativistic quantum fields I,PHYS,5
2660,2012-2013,Relativistic quantum fields II,PHYS,4
2661,2012-2013,Relativity and cosmology I,PHYS,6
2662,2012-2013,Relativity and cosmology II,PHYS,4
2663,2012-2013,Reliability of MEMS,MICRO,15
2664,2012-2013,Renewable energy,ME,55
2665,2012-2013,Risk management,ENG,21
2666,2012-2013,Risques hydrologiques et aménagements,ENV,34
2667,2012-2013,Robotique industrielle et appliquée,MICRO,32
2668,2012-2013,Réseaux hydrauliques et énergétiques,CIVIL,23
2669,2012-2013,Safety of chemical processes,ENG,20
2670,2012-2013,Sanitary engineering in developing countries,ENV,27
2671,2012-2013,Scaling laws in micro- and nanosystems,MICRO,15
2672,2012-2013,Sciences de la ville I,AR,21
2673,2012-2013,Sciences de la ville II,AR,21
2674,2012-2013,Securitization & the financial crisis,FIN,4
2675,2012-2013,Selected topics in mechanics of solids and structures,CIVIL,17
2676,2012-2013,Semiconductor electronic and optoelectronic devices I,PHYS,8
2677,2012-2013,Semiconductor electronic and optoelectronic devices II,PHYS,5
2678,2012-2013,Seminar series on advances in materials,MSE,60
2679,2012-2013,Sensor orientation,ENV,6
2680,2012-2013,Sensors in medical instrumentation,EE,18
2681,2012-2013,Signal processing for communications,COM,56
2682,2012-2013,Signal processing for functional brain imaging,MICRO,17
2683,2012-2013,Simulation multi-corps assistée par ordinateur,ME,27
2684,2012-2013,Social media,EE,53
2685,2012-2013,Sociologie urbaine,AR,39
2686,2012-2013,Software engineering,CS,78
2687,2012-2013,Software-defined radio: a hands-on course,COM,11
2688,2012-2013,Solid state physics IV,PHYS,12
2689,2012-2013,Space mission design and operations,EE,34
2690,2012-2013,Spatial statistics and analysis,ENG,48
2691,2012-2013,Spectroscopie analytique,CH,1
2692,2012-2013,Speech processing,EE,19
2693,2012-2013,Statistical genetics,MATH,32
2694,2012-2013,Statistical neurosciences,COM,17
2695,2012-2013,Statistical physics III,PHYS,8
2696,2012-2013,Statistical physics IV,PHYS,7
2697,2012-2013,Statistical physics of biomacromolecules,PHYS,8
2698,2012-2013,Statistical signal and data processing through applications,COM,25
2699,2012-2013,Statistical theories and electronic of solids,CH,6
2700,2012-2013,Statistical theory,MATH,12
2701,2012-2013,Statistics for genomic data analysis,MATH,10
2702,2012-2013,Statistique multivariée,MATH,1
2703,2012-2013,Stem cell biology and technology,BIO,28
2704,2012-2013,Stochastic calculus I,FIN,30
2705,2012-2013,Stochastic calculus II,FIN,30
2706,2012-2013,Strategic marketing & technology commercialization,MGT,14
2707,2012-2013,Structure and reactivity,CH,12
2708,2012-2013,Structure et architecture,CIVIL,38
2709,2012-2013,Structures complexes,AR,38
2710,2012-2013,"Structures en métal, chapitres choisis",CIVIL,57
2711,2012-2013,Structures existantes I : Sécurité et durabilité,CIVIL,96
2712,2012-2013,Structures existantes II : Interventions,CIVIL,72
2713,2012-2013,Student seminar: security protocols and applications,COM,3
2714,2012-2013,Supply chain management,MGT,16
2715,2012-2013,Supramolecular chemistry,CH,2
2716,2012-2013,"Synthesis, analysis and verification",CS,11
2717,2012-2013,"Systems, architectures and methodologies for information and signal processing",EE,10
2718,2012-2013,Systèmes de management environnementaux,ENV,22
2719,2012-2013,Systèmes de transports,CIVIL,57
2720,2012-2013,Systèmes mécatroniques,ME,21
2721,2012-2013,TCP/IP networking,COM,70
2722,2012-2013,TP de bioprocédés environnementaux,ENV,1
2723,2012-2013,Techniques d'assemblage I,MICRO,20
2724,2012-2013,Techniques d'assemblage II,MICRO,19
2725,2012-2013,Technologie des microstructures I,MICRO,93
2726,2012-2013,Technologie des microstructures II,MICRO,15
2727,2012-2013,Technology & innovation management (a),MGT,18
2728,2012-2013,Technology & innovation management (b),MGT,23
2729,2012-2013,Test of VLSI systems,EE,44
2730,2012-2013,Thin film fabrication processes,MSE,28
2731,2012-2013,Théorie de l'architecture VII,AR,122
2732,2012-2013,Théorie de l'espace,AR,32
2733,2012-2013,Théorie et critique du projet MA1 (Dietz),AR,5
2734,2012-2013,Théorie et critique du projet MA1 (Gugger),AR,8
2735,2012-2013,Théorie et critique du projet MA1 (Huang),AR,11
2736,2012-2013,Théorie et critique du projet MA1 (Lamunière),AR,11
2737,2012-2013,Théorie et critique du projet MA1 (Weinand),AR,16
2738,2012-2013,Théorie et critique du projet MA2 (Dietz),AR,7
2739,2012-2013,Théorie et critique du projet MA2 (Gugger),AR,7
2740,2012-2013,Théorie et critique du projet MA2 (Huang),AR,12
2741,2012-2013,Théorie et critique du projet MA2 (Lamunière),AR,11
2742,2012-2013,Théorie et critique du projet MA2 (Weinand),AR,14
2743,2012-2013,Théorie et critique du projet MA3 (Lamunière),AR,1
2744,2012-2013,Time series,MATH,48
2745,2012-2013,Tissue engineering,BIOENG,11
2746,2012-2013,Total synthesis of natural products,CH,5
2747,2012-2013,Transducteurs et entraînements intégrés,EE,47
2748,2012-2013,Transport et télématique,CIVIL,16
2749,2012-2013,Tribology,MSE,30
2750,2012-2013,Turbomachines thermiques,ME,37
2751,2012-2013,Two-phase flows and heat transfer,ME,63
2752,2012-2013,UE : Environnement et GC,CIVIL,73
2753,2012-2013,UE B : Critique architecturale,AR,20
2754,2012-2013,UE C : Architecture et archéologie,AR,6
2755,2012-2013,UE D : Territoire et société,AR,5
2756,2012-2013,UE E : Architecture et structures,AR,14
2757,2012-2013,UE F : Architecture et réhabilitation,AR,12
2758,2012-2013,UE I : Analogue-Digital-Virtuel,AR,29
2759,2012-2013,UE J : Territoire et paysage,AR,17
2760,2012-2013,UE K : Architecture et durabilité : études de performances,AR,4
2761,2012-2013,UE L : Art et architecture I,AR,25
2762,2012-2013,UE M : Espace et lumière: le projet d'éclairage,AR,19
2763,2012-2013,UE N : Art et architecture II,AR,18
2764,2012-2013,UE O : Béton. Matière de construction,AR,21
2765,2012-2013,UE P : Béton. Construction et préfabrication,AR,23
2766,2012-2013,Unsupervised & reinforcement learning in neural networks,CS,21
2767,2012-2013,Urban hydraulic systems,CIVIL,27
2768,2012-2013,Urbanisme en Asie,AR,74
2769,2012-2013,Urbanisme et territoires,AR,33
2770,2012-2013,VLSI design I,EE,52
2771,2012-2013,VLSI design II,EE,17
2772,2012-2013,Venture capital,FIN,13
2773,2012-2013,Ville et mobilité,AR,34
2774,2012-2013,Villes et transports,CIVIL,41
2775,2012-2013,Virtual reality,CS,22
2776,2012-2013,Voies de circulation,CIVIL,31
2777,2012-2013,Water and wastewater treatment,ENV,43
2778,2012-2013,Water quality modeling,ENG,8
2779,2012-2013,Water resources engineering,ENV,56
2780,2012-2013,Wave propagation along transmission lines,EE,10
2781,2012-2013,Wireless receivers: algorithms and architectures,EE,18
2782,2012-2013,"Wood structures, properties and uses",MSE,14
2783,2013-2014,A guided tour for engineers in applied stochastic modelling,MICRO,18
2784,2013-2014,Advanced Fossil and Renewable Energy Systems,ME,24
2785,2013-2014,Advanced MEMS & microsystems,MICRO,26
2786,2013-2014,Advanced NMR and imaging,CH,2
2787,2013-2014,Advanced algorithms,CS,65
2788,2013-2014,Advanced analog and RF integrated circuits design I,EE,12
2789,2013-2014,Advanced analysis I,MATH,9
2790,2013-2014,Advanced analysis II,MATH,5
2791,2013-2014,Advanced bioengineering methods laboratory,BIOENG,3
2792,2013-2014,Advanced compiler construction,CS,25
2793,2013-2014,Advanced composites in engineering structures,CIVIL,36
2794,2013-2014,Advanced computer architecture,CS,21
2795,2013-2014,Advanced computer graphics,CS,42
2796,2013-2014,Advanced control systems,ME,32
2797,2013-2014,Advanced cryptography,COM,2
2798,2013-2014,Advanced derivatives,FIN,24
2799,2013-2014,Advanced diffusional separation processes,ChE,17
2800,2013-2014,Advanced digital communications,COM,17
2801,2013-2014,Advanced energetics,ME,40
2802,2013-2014,Advanced materials for photovoltaics and lighting applications,CH,1
2803,2013-2014,Advanced methods in computational solid mechanics,CIVIL,25
2804,2013-2014,Advanced multiprocessor architecture,CS,8
2805,2013-2014,Advanced nanomaterials,MSE,27
2806,2013-2014,Advanced numerical analysis,MATH,21
2807,2013-2014,Advanced optics,MICRO,14
2808,2013-2014,Advanced probability,COM,10
2809,2013-2014,Advanced satellite positioning,ENV,5
2810,2013-2014,Advanced semiconductor nanomaterials,MSE,12
2811,2013-2014,Advanced signal processing,EE,24
2812,2013-2014,Advanced solid waste treatment,ENV,22
2813,2013-2014,Advanced topics in financial econometrics,FIN,10
2814,2013-2014,Advanced topics in nuclear reactor materials,ETH,6
2815,2013-2014,Aeroelasticity and fluid-structure interaction,ME,47
2816,2013-2014,Air pollution and climate change,ENV,63
2817,2013-2014,Algorithms,CS,214
2818,2013-2014,Aménagements hydrauliques II,CIVIL,34
2819,2013-2014,Analog circuits design I,EE,58
2820,2013-2014,Analog circuits design II,EE,12
2821,2013-2014,Analyse de produits et systèmes,MICRO,4
2822,2013-2014,Analyse de risques,CIVIL,86
2823,2013-2014,"Analyse du cycle de vie, écobilan",ENV,39
2824,2013-2014,Analyse et management des risques industriels,ENV,34
2825,2013-2014,Analyse fonctionnelle II,MATH,3
2826,2013-2014,Analysis and modelling of locomotion,BIOENG,4
2827,2013-2014,Analysis on groups,MATH,3
2828,2013-2014,Applied machine learning,MICRO,50
2829,2013-2014,Applied molecular quantum chemistry,CH,3
2830,2013-2014,Applied probability & stochastic processes,COM,22
2831,2013-2014,Applied probability & stochastic processes,MGT,22
2832,2013-2014,Architecture et construction de la ville I,AR,89
2833,2013-2014,Architecture et construction de la ville II,AR,61
2834,2013-2014,Art et histoire des jardins,AR,39
2835,2013-2014,Arts visuels et architecture I,AR,53
2836,2013-2014,Arts visuels et architecture II,AR,31
2837,2013-2014,Assemblage et robotique TP,MICRO,23
2838,2013-2014,Assembly techniques,MSE,24
2839,2013-2014,Astrophysics III : stellar and galactic dynamics,PHYS,3
2840,2013-2014,Astrophysics IV : observational cosmology,PHYS,4
2841,2013-2014,Atoms and radiation,CH,25
2842,2013-2014,Audio,EE,7
2843,2013-2014,Automatic speech processing,EE,21
2844,2013-2014,Aérodynamique,ME,62
2845,2013-2014,B2B - high-tech marketing,MGT,5
2846,2013-2014,Barrages et ouvrages hydrauliques annexes,CIVIL,49
2847,2013-2014,Bases de la robotique,MICRO,89
2848,2013-2014,Behavioral finance,FIN,38
2849,2013-2014,Big Data,CS,91
2850,2013-2014,Bio-ingénierie des cours d'eau et milieux naturels,ENV,27
2851,2013-2014,Bio-inspired artificial intelligence,MICRO,36
2852,2013-2014,BioMEMS,MICRO,25
2853,2013-2014,Bioanalytics and analytical sensors,CH,7
2854,2013-2014,Biological modeling of neural networks,BIO,27
2855,2013-2014,Biomaterials,BIOENG,24
2856,2013-2014,Biomaterials (pour MX),MSE,20
2857,2013-2014,Biomechanics of the cardiovascular system,ME,27
2858,2013-2014,Biomechanics of the musculoskeletal system,ME,29
2859,2013-2014,Biomedical optics,BIOENG,5
2860,2013-2014,Biomedical signal processing,EE,27
2861,2013-2014,Biometrics,EE,24
2862,2013-2014,Biometrics,UNIL,24
2863,2013-2014,Biomicroscopy I,MICRO,30
2864,2013-2014,Biomicroscopy II,MICRO,12
2865,2013-2014,Biomineralization: from nature to application,ENV,29
2866,2013-2014,Biomolecular structure and mechanics,BIO,5
2867,2013-2014,Biophysics II,PHYS,13
2868,2013-2014,Biophysique I,PHYS,55
2869,2013-2014,Bioprocesses and downstream processing,ChE,4
2870,2013-2014,Brain computer interaction,EE,10
2871,2013-2014,Business information systems,MGT,3
2872,2013-2014,Business plan for IT services,CS,10
2873,2013-2014,Cancer biology I,BIO,10
2874,2013-2014,Cancer biology II,BIO,5
2875,2013-2014,Capteurs,MICRO,58
2876,2013-2014,Caractères architecturaux et urbanismes de l'Islam,AR,68
2877,2013-2014,Catalysis for energy production,CH,12
2878,2013-2014,Catalyst design for synthesis,CH,6
2879,2013-2014,Catalytic asymmetric reactions in organic chemistry,CH,4
2880,2013-2014,Cavitation et phénomènes d'interface,ME,38
2881,2013-2014,Cellular biology and biochemistry for engineers,BIO,25
2882,2013-2014,Cellular signalling,CH,10
2883,2013-2014,Cementitious materials (advanced),MSE,8
2884,2013-2014,Chemical biology - tools and methods,BIOENG,4
2885,2013-2014,Chemical engineering lab & project,ChE,8
2886,2013-2014,Chemical engineering of heterogenous reaction,ChE,8
2887,2013-2014,Chemical processes of sustainable and renewable energy,ChE,4
2888,2013-2014,Chemistry of food processes,ENG,8
2889,2013-2014,Chemistry of small biological molecules,CH,14
2890,2013-2014,Chimie des denrées alimentaires,ENG,16
2891,2013-2014,Circuits intégrés I,EE,27
2892,2013-2014,Citégraphie / Devenir urbain,AR,21
2893,2013-2014,Color reproduction,CS,12
2894,2013-2014,Combinatorial optimization,MATH,5
2895,2013-2014,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,28
2896,2013-2014,Commande non linéaire,ME,31
2897,2013-2014,Composants semiconducteurs,MICRO,51
2898,2013-2014,Composites polymères + TP,MSE,49
2899,2013-2014,Composites technology,MSE,21
2900,2013-2014,Computational Social Media,EE,5
2901,2013-2014,Computational game theory & applications,CS,8
2902,2013-2014,Computational linear algebra,MATH,11
2903,2013-2014,Computational methods in molecular quantum mechanics,CH,1
2904,2013-2014,Computational molecular biology,CS,14
2905,2013-2014,Computational motor control,CS,8
2906,2013-2014,Computational physics III,PHYS,49
2907,2013-2014,Computer algebra,MATH,49
2908,2013-2014,Computer simulation of physical systems I,PHYS,11
2909,2013-2014,Computer simulation of physical systems II,PHYS,3
