,course_name,year,semester,nr_students
6199,Filières de conversion d'énergie,2004-2005,Master semestre 2,18
6200,Filières de conversion d'énergie,2005-2006,Master semestre 2,16
6201,Filières de conversion d'énergie,2006-2007,Master semestre 2,16
6202,Filières de conversion d'énergie,2007-2008,Master semestre 2,16
6203,Filtre et filtrage numérique,2004-2005,Master semestre 1,22
6204,Filtres électriques,2004-2005,Bachelor semestre 5,30
6205,Filtres électriques,2004-2005,Master semestre 1,5
6206,Filtres électriques,2005-2006,Bachelor semestre 5,18
6207,Filtres électriques,2006-2007,Bachelor semestre 5,34
6208,Filtres électriques,2007-2008,Bachelor semestre 5,28
6209,Filtres électriques,2008-2009,Bachelor semestre 5,32
6210,Filtres électriques,2009-2010,Bachelor semestre 5,27
6211,Filtres électriques,2010-2011,Bachelor semestre 5,19
6212,Filtres électriques,2011-2012,Bachelor semestre 5,22
6213,Filtres électriques,2012-2013,Master semestre 1,5
6214,"Finance d'entreprise, Jondeau E.",2004-2005,Bachelor semestre 2,2
6215,"Finance des marchés I, Rockinger M.",2004-2005,Bachelor semestre 1,1
6216,Financial & managerial accounting,2009-2010,Master semestre 1,11
6217,Financial & managerial accounting,2010-2011,Master semestre 1,11
6218,Financial & managerial accounting,2011-2012,Master semestre 1,28
6219,Financial & managerial accounting,2012-2013,Master semestre 1,23
6220,Financial & managerial accounting,2012-2013,Semestre automne,1
6221,Financial & managerial accounting,2013-2014,Master semestre 1,38
6222,Financial & managerial accounting,2013-2014,Semestre automne,1
6223,Financial & managerial accounting,2014-2015,Master semestre 1,20
6224,Financial & managerial accounting,2014-2015,Semestre automne,3
6225,Financial & managerial accounting,2015-2016,Master semestre 1,17
6226,Financial & managerial accounting,2015-2016,Semestre automne,1
6227,Financial & managerial accounting,2016-2017,Master semestre 1,21
6228,Financial & managerial accounting,2016-2017,Semestre automne,1
6229,Financial & managerial accounting,2017-2018,Master semestre 1,19
6230,Financial & managerial accounting,2018-2019,Master semestre 1,32
6231,Financial & managerial accounting,2018-2019,Semestre automne,1
6232,Financial & managerial accounting,2019-2020,Master semestre 1,18
6233,Financial & managerial accounting,2019-2020,Semestre automne,2
6234,Financial applications of blockchains and distributed ledgers,2017-2018,Master semestre 1,18
6235,Financial applications of blockchains and distributed ledgers,2018-2019,Master semestre 1,8
6236,Financial applications of blockchains and distributed ledgers,2019-2020,Master semestre 1,11
6237,Financial big data,2015-2016,Master semestre 1,10
6238,Financial big data,2016-2017,Master semestre 1,10
6239,Financial big data,2017-2018,Master semestre 1,20
6240,Financial big data,2018-2019,Master semestre 1,15
6241,Financial big data,2019-2020,Master semestre 1,27
6242,Financial econometrics,2018-2019,Master semestre 2,37
6243,Financial econometrics,2019-2020,Master semestre 2,18
6244,Financial mathematics,2008-2009,Master semestre 2,20
6245,Financial mathematics,2009-2010,Master semestre 2,12
6246,Financial mathematics,2010-2011,Master semestre 2,3
6247,Financial mathematics,2011-2012,Master semestre 2,7
6248,Finite-dimensional algebras,2014-2015,Master semestre 2,4
6249,First aid - art and architecture after 1940,2015-2016,Master semestre 2,52
6250,Fixed income analysis,2011-2012,Master semestre 1,19
6251,Fixed income analysis,2012-2013,Master semestre 1,22
6252,Fixed income analysis,2013-2014,Master semestre 1,26
6253,Fixed income analysis,2014-2015,Master semestre 1,35
6254,Fixed income analysis,2015-2016,Master semestre 1,30
6255,Fixed income analysis,2016-2017,Master semestre 1,23
6256,Fixed income analysis,2017-2018,Master semestre 1,22
6257,Flexible bioelectronics,2013-2014,Master semestre 1,28
6258,Flexible bioelectronics,2014-2015,Master semestre 1,34
6259,Flexible bioelectronics,2015-2016,Master semestre 1,27
6260,Flexible bioelectronics,2016-2017,Master semestre 1,19
6261,Flexible bioelectronics,2017-2018,Master semestre 1,21
6262,Flexible bioelectronics,2018-2019,Master semestre 1,34
6263,Flexible bioelectronics,2019-2020,Master semestre 1,22
6264,Flexible electronics,2011-2012,Master semestre 2,15
6265,Flow cytometry,2011-2012,Master semestre 1,6
6266,Flow cytometry,2012-2013,Master semestre 1,6
6267,Flow of dispersed media,2013-2014,Master semestre 1,23
6268,Flow of dispersed media,2014-2015,Master semestre 1,26
6269,Flow of dispersed media,2015-2016,Master semestre 1,21
6270,Fluage,2010-2011,Master semestre 1,7
6271,Fluid mechanics and transport phenomena,2019-2020,Semestre automne,2
6272,Fluid mechanics for SV,2008-2009,Bachelor semestre 6,30
6273,Fluid mechanics for SV,2009-2010,Bachelor semestre 6,68
6274,Fluid mechanics for SV,2010-2011,Bachelor semestre 5,65
6275,Fluid mechanics for SV,2011-2012,Bachelor semestre 5,75
6276,Fluid mechanics for SV,2012-2013,Bachelor semestre 5,86
6277,Fluid mechanics for SV,2013-2014,Bachelor semestre 5,84
6278,Fluid mechanics for SV,2014-2015,Bachelor semestre 5,80
6279,Fluid mechanics for SV,2015-2016,Bachelor semestre 5,104
6280,Fluid mechanics for SV,2016-2017,Bachelor semestre 4,176
6281,Fluid mechanics for SV,2017-2018,Bachelor semestre 4,101
6282,Fluid mechanics for SV,2018-2019,Bachelor semestre 4,137
6283,Fluid mechanics for SV,2019-2020,Bachelor semestre 4,114
6284,Fluvial biogeosciences,2015-2016,Master semestre 1,24
6285,Fluvial biogeosciences,2016-2017,Master semestre 1,21
6286,Fluvial biogeosciences,2017-2018,Master semestre 1,15
6287,Fluvial biogeosciences,2018-2019,Master semestre 1,22
6288,Fluvial biogeosciences,2019-2020,Master semestre 1,26
6289,"Foncier, immobilier, logement",2013-2014,Master semestre 2,46
6290,"Foncier, immobilier, logement",2014-2015,Master semestre 2,52
6291,"Foncier, immobilier, logement",2015-2016,Master semestre 2,39
6292,"Foncier, immobilier, logement",2015-2016,edoc,2
6293,"Foncier, immobilier, logement",2016-2017,Master semestre 2,62
6294,"Foncier, immobilier, logement",2017-2018,Master semestre 4,60
6295,"Foncier, immobilier, logement",2018-2019,Master semestre 2,56
6296,"Foncier, immobilier, logement",2019-2020,Master semestre 2,29
6297,Fonctionnement des écosystèmes,2004-2005,Bachelor semestre 4,52
6298,Fonctionnement des écosystèmes,2005-2006,Bachelor semestre 4,43
6299,Fonctionnement des écosystèmes,2006-2007,Bachelor semestre 4,53
6300,Fonctions analytiques I,2005-2006,Bachelor semestre 5,24
6301,Fonctions analytiques I,2005-2006,Master semestre 1,1
6302,Fonctions analytiques II,2005-2006,Master semestre 2,15
6303,Fonctions et réactions organiques I,2004-2005,Bachelor semestre 3,60
6304,Fonctions et réactions organiques I,2004-2005,Master semestre 1,2
6305,Fonctions et réactions organiques I,2005-2006,Bachelor semestre 3,52
6306,Fonctions et réactions organiques I,2005-2006,Master semestre 1,2
6307,Fonctions et réactions organiques I,2006-2007,Bachelor semestre 3,60
6308,Fonctions et réactions organiques I,2007-2008,Bachelor semestre 3,74
6309,Fonctions et réactions organiques I,2008-2009,Bachelor semestre 3,56
6310,Fonctions et réactions organiques I,2009-2010,Bachelor semestre 3,68
6311,Fonctions et réactions organiques I,2010-2011,Bachelor semestre 3,73
6312,Fonctions et réactions organiques I,2011-2012,Bachelor semestre 3,53
6313,Fonctions et réactions organiques I,2012-2013,Bachelor semestre 3,75
6314,Fonctions et réactions organiques I,2013-2014,Bachelor semestre 2,106
6315,Fonctions et réactions organiques I,2013-2014,Semestre printemps,79
6316,Fonctions et réactions organiques I,2014-2015,Bachelor semestre 2,104
6317,Fonctions et réactions organiques I,2014-2015,Semestre printemps,87
6318,Fonctions et réactions organiques I,2015-2016,Bachelor semestre 2,128
6319,Fonctions et réactions organiques I,2016-2017,Bachelor semestre 2,56
6320,Fonctions et réactions organiques I,2017-2018,Bachelor semestre 2,50
6321,Fonctions et réactions organiques I,2019-2020,Bachelor semestre 3,25
6322,Fonctions et réactions organiques I,2019-2020,Semestre automne,1
6323,Fonctions et réactions organiques II,2004-2005,Bachelor semestre 4,57
6324,Fonctions et réactions organiques II,2004-2005,Master semestre 2,1
6325,Fonctions et réactions organiques II,2005-2006,Bachelor semestre 4,42
6326,Fonctions et réactions organiques II,2005-2006,Master semestre 4,2
6327,Fonctions et réactions organiques II,2006-2007,Bachelor semestre 4,55
6328,Fonctions et réactions organiques II,2007-2008,Bachelor semestre 4,71
6329,Fonctions et réactions organiques II,2008-2009,Bachelor semestre 4,49
6330,Fonctions et réactions organiques II,2009-2010,Bachelor semestre 4,70
6331,Fonctions et réactions organiques II,2010-2011,Bachelor semestre 4,72
6332,Fonctions et réactions organiques II,2011-2012,Bachelor semestre 4,56
6333,Fonctions et réactions organiques II,2012-2013,Bachelor semestre 4,75
6334,Fonctions et réactions organiques II,2013-2014,Bachelor semestre 3,92
6335,Fonctions et réactions organiques II,2014-2015,Bachelor semestre 3,48
6336,Fonctions et réactions organiques II,2015-2016,Bachelor semestre 3,45
6337,Fonctions et réactions organiques II,2015-2016,Semestre automne,3
6338,Fonctions et réactions organiques II,2016-2017,Bachelor semestre 3,61
6339,Fonctions et réactions organiques II,2017-2018,Bachelor semestre 3,46
6340,Fonctions et réactions organiques II,2017-2018,Semestre automne,1
6341,Fonctions et réactions organiques II,2018-2019,Bachelor semestre 3,51
6342,Food biotechnology,2011-2012,Master semestre 2,1
6343,Food biotechnology,2011-2012,Semestre printemps,1
6344,Food biotechnology,2012-2013,Master semestre 2,8
6345,Food biotechnology,2012-2013,Semestre printemps,1
6346,Food biotechnology,2013-2014,Master semestre 4,6
6347,Food biotechnology,2013-2014,Semestre printemps,1
6348,Food biotechnology,2014-2015,Master semestre 2,11
6349,Food biotechnology,2015-2016,Master semestre 2,9
6350,Food biotechnology,2016-2017,Master semestre 2,12
6351,Food biotechnology,2017-2018,Master semestre 2,6
6352,Food biotechnology,2018-2019,Master semestre 2,10
6353,Food biotechnology,2019-2020,Master semestre 2,4
6354,Food biotechnology,2019-2020,Semestre printemps,1
6355,Formal verification ,2019-2020,Master semestre 1,22
6356,Formal verification ,2019-2020,edoc,1
6357,Formes modulaires et applications,2007-2008,Master semestre 2,8
6358,Formes modulaires et applications,2008-2009,Master semestre 2,2
6359,Foundation of digital humanities,2018-2019,Master semestre 1,10
6360,Foundation of digital humanities,2019-2020,Master semestre 1,1
6361,Foundations and tools for processing tree structured data,2018-2019,Master semestre 1,13
6362,Foundations and tools for processing tree structured data,2019-2020,Master semestre 1,26
6363,Foundations and tools for processing tree structured data,2019-2020,Master semestre 3,1
6364,Foundations of image science,2004-2005,Bachelor semestre 5,32
6365,Foundations of image science,2004-2005,Master semestre 1,20
6366,Foundations of image science,2005-2006,Master semestre 1,4
6367,Foundations of image science,2005-2006,Master semestre 3,33
6368,Foundations of image science,2006-2007,Master semestre 1,40
6369,Foundations of image science,2007-2008,Master semestre 1,21
6370,Foundations of image science,2007-2008,Master semestre 3,2
6371,Foundations of image science,2008-2009,Master semestre 1,12
6372,Foundations of image science,2008-2009,Master semestre 3,7
6373,Foundations of image science,2009-2010,Master semestre 1,24
6374,Foundations of imaging science,2010-2011,Master semestre 1,14
6375,Foundations of imaging science,2010-2011,Master semestre 3,5
6376,Foundations of imaging science,2010-2011,edoc,7
6377,Foundations of imaging science,2011-2012,Master semestre 1,12
6378,Foundations of imaging science,2011-2012,Master semestre 3,6
6379,Foundations of imaging science,2011-2012,edoc,7
6380,Foundations of imaging science,2012-2013,Master semestre 1,17
6381,Foundations of imaging science,2013-2014,Master semestre 1,6
6382,Foundations of imaging science,2013-2014,Master semestre 3,2
6383,Foundations of software,2007-2008,Master semestre 1,29
6384,Foundations of software,2008-2009,Master semestre 1,23
6385,Foundations of software,2009-2010,Master semestre 1,13
6386,Foundations of software,2010-2011,Master semestre 1,31
6387,Foundations of software,2011-2012,Master semestre 1,39
6388,Foundations of software,2012-2013,Master semestre 1,45
6389,Foundations of software,2013-2014,Master semestre 1,51
6390,Foundations of software,2014-2015,Master semestre 1,39
6391,Foundations of software,2015-2016,Master semestre 1,72
6392,Foundations of software,2016-2017,Master semestre 1,67
6393,Foundations of software,2017-2018,Master semestre 1,58
6394,Foundations of software,2018-2019,Master semestre 1,33
6395,Foundations of software,2019-2020,Master semestre 1,45
6396,Fourier analysis and boundary value problems,2009-2010,edoc,8
6397,Fourier analysis and boundary value problems,2010-2011,edoc,9
6398,Fourier analysis and boundary value problems,2011-2012,edoc,7
6399,Fourier analysis and boundary value problems,2012-2013,edoc,3
6400,Fourier analysis and boundary value problems,2013-2014,edoc,2
6401,Fourier analysis and boundary value problems,2014-2015,edoc,7
6402,Fourier analysis and boundary value problems,2015-2016,edoc,3
6403,Fourier analysis and boundary value problems,2016-2017,edoc,3
6404,Fourier analysis and boundary value problems,2017-2018,edoc,2
6405,Fourier analysis and boundary value problems,2018-2019,edoc,6
6406,Fourier analysis and boundary value problems,2019-2020,edoc,3
6407,Fourier and wavelet signal processing,2010-2011,Master semestre 2,5
6408,Fourier and wavelet signal processing,2010-2011,Master semestre 4,12
6409,Fracture mechanics,2004-2005,Master semestre 2,11
6410,Fracture mechanics,2005-2006,Master semestre 2,7
6411,Fracture mechanics,2006-2007,Master semestre 2,5
6412,Fracture mechanics,2007-2008,Master semestre 2,14
6413,Fracture mechanics,2008-2009,Master semestre 2,10
6414,Fracture mechanics,2009-2010,Master semestre 2,6
6415,Fracture mechanics,2010-2011,Master semestre 2,8
6416,Fracture mechanics,2011-2012,Master semestre 2,14
6417,Fracture mechanics,2012-2013,Master semestre 2,17
6418,Fracture mechanics,2013-2014,Master semestre 4,32
6419,Fracture mechanics,2014-2015,Master semestre 2,25
6420,Fracture mechanics,2015-2016,Master semestre 2,23
6421,Fracture mechanics,2016-2017,Master semestre 2,17
6422,Fracture mechanics,2017-2018,Master semestre 2,15
